RawTimestamp,Open,High,Low,Close,Volume
1751522100,25566.75,25576.7,25539.65,25539.65,3540224
1751522400,25542.3,25550.5,25538.35,25545.9,2173864
1751522700,25545.95,25552.45,25535.4,25547.2,2717457
1751523000,25550.5,25551.3,25504.1,25512.9,3365305
1751523300,25512.6,25515.85,25484.85,25507.05,4932989
1751523600,25505.6,25516.65,25501.3,25508.2,1593070
1751523900,25508.4,25521.4,25507.25,25514.4,1667577
1751524200,25513.6,25517.8,25501.05,25508.45,1710809
1751524500,25508.3,25510.3,25502.45,25505.95,2245058
1751524800,25505.5,25508.6,25500.9,25503.95,2259398
1751525100,25503.8,25504.9,25486.45,25489.9,2267947
1751525400,25489.35,25505.95,25489.3,25504.5,1828232
1751525700,25504.5,25515.45,25498.45,25511.65,2026955
1751526000,25511.15,25514.6,25505.75,25511.85,1401844
1751526300,25510.6,25512.95,25505.05,25506.45,1330340
1751526600,25506.45,25538.55,25505.6,25518.4,2708664
1751526900,25518.55,25526.9,25512.75,25520.6,1678536
1751527200,25519.65,25521.9,25512.1,25517.35,1327425
1751527500,25516.8,25519.55,25510.05,25512.2,1409626
1751527800,25512,25512.95,25496.6,25500,1733058
1751528100,25498.9,25506.8,25496.9,25504,3958260
1751528400,25504,25508.95,25500.2,25507.55,2001309
1751528700,25506.9,25509.95,25479.75,25500.7,2719077
1751529000,25499.35,25505.65,25493.9,25501.8,1931415
1751529300,25501.2,25505.15,25497.2,25503.85,1879512
1751529600,25503.35,25525.1,25495.6,25517.1,2775009
1751529900,25516.65,25573.15,25515.5,25569.5,4579952
1751530200,25568.8,25587.5,25559.1,25570.5,3543639
1751530500,25570.45,25574.85,25507.5,25512.5,2720566
1751530800,25511.75,25512.1,25493.95,25509.65,2280476
1751531100,25510.2,25513.35,25480,25499.45,2001928
1751531400,25499.05,25509.15,25497.75,25506.95,1484454
1751531700,25506,25508.55,25493.6,25506.6,2121073
1751532000,25505.25,25505.8,25490.15,25492.1,1905517
1751532300,25491.75,25495.15,25483.7,25484.5,2249001
1751532600,25483.5,25485.6,25465.7,25477.65,3447943
1751532900,25477.95,25478,25453.55,25453.6,2972382
1751533200,25453.55,25453.55,25407.9,25426.3,8378948
1751533500,25425.55,25425.55,25384.35,25401.9,4302196
1751533800,25401.5,25415.15,25398.65,25405.6,3461093
1751534100,25408.7,25448.6,25395.95,25397.85,4657124
1751534400,25397.1,25416.55,25393.3,25408.25,4788404
1751534700,25407.8,25420.95,25401.45,25408.85,6151331
1751535000,25410.6,25420,25397.85,25399.45,9006602
1751535300,25400.25,25415.85,25397.7,25415.6,10513625
1751535600,25416.35,25424.35,25396.05,25397.95,12060642
1751535900,25399.5,25418.45,25395.95,25414.85,10633902
1751536200,25415.35,25415.35,25392.55,25398.65,8163282
1751536500,25398,25402.8,25388.65,25397.4,6239464
1751600700,25428.85,25458.65,25406.7,25412.65,12604534
1751601000,25411.95,25428.35,25393.8,25414.6,5287920
1751601300,25415,25442.95,25414.35,25424.9,4205959
1751601600,25424.55,25429.5,25401.1,25406.75,4491452
1751601900,25406.15,25407.3,25382.45,25384.3,4274583
1751602200,25383.65,25395.4,25370.55,25394.4,3780178
1751602500,25393.8,25403.25,25390.2,25395.15,3302388
1751602800,25395.55,25411.25,25387.3,25407.45,2578476
1751603100,25408.2,25414.4,25394.9,25414,5428451
1751603400,25414.05,25423.55,25403.8,25405.8,4771183
1751603700,25406.35,25413.9,25397.75,25413.85,1950343
1751604000,25413.5,25415.2,25400.3,25410.25,2325861
1751604300,25409.6,25417.45,25395.75,25402.4,2083777
1751604600,25402.7,25418.05,25402.25,25416.85,1408457
1751604900,25417,25420.55,25407,25410.85,1433167
1751605200,25410.45,25413.85,25401.1,25403.85,1513053
1751605500,25403.7,25415.25,25402.1,25414.95,1548642
1751605800,25414.55,25417,25409.65,25413.85,1871646
1751606100,25413.55,25421.4,25406.7,25416,1935243
1751606400,25415.2,25423.85,25410.05,25421.6,3744664
1751606700,25422.15,25424.35,25415.7,25419.25,1189935
1751607000,25419.55,25426.85,25417.65,25424.75,1350986
1751607300,25425.2,25426.4,25413.05,25413.05,1665230
1751607600,25413.55,25424.4,25410.25,25423.55,1798994
1751607900,25424.05,25424.95,25413.55,25415.7,1691332
1751608200,25415.6,25415.85,25389.25,25393.95,1578384
1751608500,25394.45,25403.6,25394.05,25403.6,1396276
1751608800,25403.1,25405.05,25398.2,25398.6,1790814
1751609100,25398.65,25399.55,25377,25379.9,1886489
1751609400,25378.15,25378.95,25351.1,25360.65,2775298
1751609700,25359.6,25359.7,25333.9,25350,4028086
1751610000,25350.8,25355.65,25336.35,25348.1,2862308
1751610300,25347.45,25348.1,25334.9,25339.6,2299071
1751610600,25339.05,25353.6,25331.65,25341.5,2413200
1751610900,25341.9,25355.6,25335.3,25352.4,2171555
1751611200,25351.15,25359.45,25347.7,25352.9,1773905
1751611500,25351.9,25360.6,25347.5,25354.3,1315013
1751611800,25354.2,25359.5,25350,25352.6,2098421
1751612100,25352.45,25354,25345.45,25350.6,1371239
1751612400,25352.1,25367.15,25349.05,25364.45,1752948
1751612700,25363.85,25364.4,25352.9,25360.8,1414963
1751613000,25360.8,25365.2,25357.8,25360.65,1710224
1751613300,25361.2,25368,25356.3,25357.75,1411730
1751613600,25357.35,25361.35,25352.45,25356.9,1444208
1751613900,25357.45,25362.6,25353.4,25358.1,1507625
1751614200,25357.25,25363.9,25354.25,25360.95,1343243
1751614500,25362.1,25370.25,25359.7,25361.75,1471073
1751614800,25361.3,25374.95,25358.7,25370.7,1558703
1751615100,25370.25,25373.4,25360.05,25361.7,1876484
